text,label
"To be honest, I was busy for most of the afternoon. I have barely had time to switch off.",1
I have been finding normal tasks tiring. I spent some time in the library. I took some time away from my laptop.,1
"For some reason, I had a few lectures today. things have been harder to manage. I got some fresh air.",1
I had a regular college schedule. I have been thinking about college work constantly. I took some time away from my laptop.,1
I was able to get things done. I had a few lectures today. I watched something for a little while.,0
I went through my project work. I was satisfied with how the day went. I am trying to maintain a balanced routine.,0
I studied for an upcoming exam. I had enough energy to get through the day. I feel comfortable with how things are going. Nothing else really happened.,0
I met a few classmates. I have been finding it difficult to stay focused. I am not sure how long I can keep this pace. I will try again tomorrow.,1
"At the moment, I was able to take things at my own pace. I think I can manage the remaining work.",0
I had a lot of small things to finish. I was able to take things at my own pace. I think a good night's sleep will help. I watched something for a little while.,0
I attended my morning classes. I have not had much energy lately.,1
I have been thinking about college work constantly. I went through my project work. I went for a short walk.,1
I was busy for most of the afternoon. I had a decent amount of energy. Hopefully things feel easier tomorrow.,0
I spent some time in the library. I have been struggling to keep up. I watched something for a little while.,1
I think I studied for an upcoming exam. I feel like everything is taking more effort. I wish I could get away from everything for a while.,1
I think Most of my time went into studying. my usual routine feels harder than it should. I am not sure how to catch up. I spent some time with my family.,1
I worked on a presentation. my usual routine feels harder than it should. I feel stuck with everything I need to handle.,1
Most of my time went into studying. I felt like I was keeping up. I think I handled the day reasonably well. I tried to get some extra rest.,0
I stayed in my room after college. I took some time away from my laptop. I was happy with the progress I made.,0
"These days, I studied for an upcoming exam. I have been finding it difficult to stay focused.",1
"To be honest, I did not do anything particularly different today. my usual routine feels harder than it should.",1
I had some college work to finish. my usual routine feels harder than it should. I took a proper break.,1
my workload did not feel too difficult. I went through my project work. I tried to get some extra rest.,0
I revised some topics. I watched something for a little while. I was happy with the progress I made.,0
"I have been finding normal tasks tiring. I spent the evening studying. I tried to get some extra rest. Anyway, I will deal with it tomorrow.",1
I had some college work to finish. I had a decent amount of energy. I think I handled the day reasonably well.,0
I stayed in my room after college. I watched something for a little while. I am glad I got some time for myself. Hopefully things feel easier tomorrow.,0
"To be honest, The day was mostly about college work. I was able to get things done. I am glad I got some time for myself. I listened to music for a while.",0
I worked on my project. things have been harder to manage. I talked to a friend.,1
I had a lot of small things to finish. I had enough energy to get through the day. I think a good night's sleep will help. I took some time away from my laptop. I will try again tomorrow.,0
"For some reason, I was busy for most of the afternoon. I had enough time to relax. I think a good night's sleep will help. I had a quiet evening.",0
I worked on a presentation. my workload did not feel too difficult.,0
my workload did not feel too difficult. I spent some time in the library. I watched something for a little while.,0
I was able to take things at my own pace. I revised some topics. I watched something for a little while.,0
"These days, I studied for an upcoming exam. I had a quiet evening. I am looking forward to tomorrow.",0
The day passed mostly between classes and assignments. I have trouble getting started on tasks. I keep worrying about what I have left to do. I listened to music for a while.,1
"At the moment, I was able to take things at my own pace. I revised some topics. I spent some time with my family.",0
"At the moment, I was able to concentrate. I had a few lectures today. I took a proper break.",0
I guess i studied for an upcoming exam. things have been harder to manage. I hope I can get things under control soon.,1
Most of my time went into studying. my usual routine feels harder than it should. I feel stuck with everything I need to handle. I took some time away from my laptop.,1
I stayed in my room after college. I was able to take things at my own pace. I feel okay about what I need to do next. I think I need to slow down a little.,0
"Lately, The day was mostly about college work. I have not been able to relax properly.",1
my routine has been difficult to maintain. I am not sure how long I can keep this pace. I am just taking it one day at a time.,1
I spent several hours on my usual tasks. I had enough time to relax. That was pretty much my day.,0
I have been finding normal tasks tiring. I had some college work to finish. I went for a short walk.,1
I had enough time to relax. I studied for an upcoming exam. I tried to get some extra rest.,0
I spent several hours on my usual tasks. I was able to concentrate. I was happy with the progress I made. I spent some time with my family.,0
The day was mostly about college work. I was satisfied with how the day went. I was happy with the progress I made. I had a quiet evening.,0
I spent some time working and some time resting. I feel like everything is taking more effort. I hope I can get things under control soon. I talked to a friend.,1
I have been thinking about college work constantly. I worked on some coding. I listened to music for a while.,1
I met a few classmates. I had a quiet evening. I am glad I got some time for myself.,0
I worked on my project. I have barely had time to switch off. I took a proper break. I am hoping the next few days are better.,1
"Somehow, The day passed mostly between classes and assignments. things felt manageable.",0
I revised some topics. I had a decent amount of energy. I am glad I got some time for myself.,0
I think I spent the evening studying. I have not been able to relax properly.,1
I did not do anything particularly different today. I could focus without too much trouble. I feel comfortable with how things are going. I tried to get some extra rest.,0
"At the moment, The day was mostly about college work. things have been harder to manage.",1
"These days, I stayed in my room after college. I had enough energy to get through the day. I feel okay about what I need to do next.",0
"These days, I finished one of my assignments. things have been harder to manage. I am finding it difficult to get back into my routine.",1
I spent some time working and some time resting. I felt reasonably positive. I am glad I got some time for myself. I tried to get some extra rest.,0
"To be honest, I attended my morning classes. I got some fresh air. I think a good night's sleep will help.",0
I was busy for most of the afternoon. I keep falling behind on things. I feel stuck with everything I need to handle. I watched something for a little while.,1
I was able to concentrate. I had some college work to finish. I watched something for a little while.,0
I had a lot of small things to finish. I could focus without too much trouble. I am trying to maintain a balanced routine. I talked to a friend.,0
I spent several hours on my usual tasks. I felt comfortable with my routine. I was happy with the progress I made. I went for a short walk.,0
"For some reason, I studied for an upcoming exam. I had enough energy to get through the day. I feel okay about what I need to do next.",0
"For some reason, I had a decent amount of energy. I spent the evening studying. I talked to a friend.",0
I attended my morning classes. I have been thinking about college work constantly. I had a quiet evening.,1
I revised some topics. I was able to take things at my own pace. I feel prepared for the next few days.,0
"Honestly, I felt comfortable with my routine. I am glad I got some time for myself.",0
"To be honest, my routine has been difficult to maintain. I keep worrying about what I have left to do.",1
I worked on a presentation. I have been finding it difficult to stay focused. I took a proper break.,1
"I felt fairly calm. I studied for an upcoming exam. I talked to a friend. Anyway, I will deal with it tomorrow.",0
I spent some time in the library. I talked to a friend. I am looking forward to tomorrow.,0
"Honestly, I studied for an upcoming exam. I have trouble getting started on tasks. I hope I can get things under control soon. I think I need to slow down a little.",1
I worked on some coding. things felt manageable. I am glad I got some time for myself.,0
"Lately, I studied for an upcoming exam. I was able to take things at my own pace. I am looking forward to tomorrow.",0
my workload did not feel too difficult. I had a few lectures today. I took some time away from my laptop.,0
"Honestly, The day was mostly about college work. I feel like everything is taking more effort. I am finding it difficult to get back into my routine. I got some fresh air.",1
"These days, I had some college work to finish. I have been thinking about college work constantly. I spent some time with my family.",1
my usual routine feels harder than it should. I stayed in my room after college. I listened to music for a while.,1
I had a fairly busy schedule. I have not had much energy lately. I keep worrying about what I have left to do. I talked to a friend.,1
I guess i had a decent amount of energy. I finished one of my assignments. I had a quiet evening.,0
"Honestly, I worked on a presentation. things felt manageable. I am looking forward to tomorrow.",0
I had a lot of small things to finish. my workload did not feel too difficult. I feel comfortable with how things are going. I took some time away from my laptop.,0
"These days, I had a regular college schedule. I have been thinking about college work constantly. Nothing else really happened.",1
I was busy for most of the afternoon. I have barely had time to switch off. Nothing else really happened.,1
I have trouble getting started on tasks. I am not sure how long I can keep this pace. I am just taking it one day at a time.,1
The day was mostly about college work. I have not been able to relax properly. I feel stuck with everything I need to handle. I watched something for a little while.,1
"These days, The day passed mostly between classes and assignments. I had enough time to relax.",0
"At the moment, I had a decent amount of energy. I had some college work to finish. I went for a short walk.",0
I was able to get things done. I think I can manage the remaining work.,0
"For some reason, I had a decent amount of energy. I studied for an upcoming exam. I spent some time with my family.",0
I did not do anything particularly different today. I had enough energy to get through the day. I think I can manage the remaining work. I got some fresh air.,0
I spent the evening studying. I have not had much energy lately. I wish I could get away from everything for a while.,1
I worked on my project. I have not been able to relax properly. I took some time away from my laptop.,1
"Lately, I could focus without too much trouble. I am looking forward to tomorrow.",0
I finished one of my assignments. I got some fresh air. I am trying to maintain a balanced routine.,0
I spent the evening studying. I have been thinking about college work constantly. I talked to a friend.,1
"Honestly, I was busy for most of the afternoon. I keep falling behind on things. I feel stuck with everything I need to handle. I got some fresh air.",1
"Honestly, it has been difficult to concentrate. I met a few classmates. I took some time away from my laptop. Nothing else really happened.",1
"I felt fairly calm. I had a regular college schedule. I listened to music for a while. Anyway, I will deal with it tomorrow.",0
I spent some time working and some time resting. I felt reasonably positive. I feel prepared for the next few days. I took a proper break.,0
I finished one of my assignments. I was able to take things at my own pace. Nothing else really happened.,0
I think I have not had much energy lately. I keep worrying about what I have left to do.,1
"Lately, I had enough energy to get through the day. I think I handled the day reasonably well.",0
I went through my project work. things have been harder to manage.,1
"Honestly, I have been thinking about college work constantly. I had a few lectures today. I watched something for a little while.",1
"Right now, I went through my project work. I had enough time to relax. I think a good night's sleep will help. I am just taking it one day at a time.",0
I worked on a presentation. it has been difficult to concentrate. I spent some time with my family. Nothing else really happened.,1
my workload did not feel too difficult. I had a few lectures today. I went for a short walk. I am hoping the next few days are better.,0
I think I worked on some coding. I had a quiet evening. I think I can manage the remaining work. Nothing else really happened.,0
I was satisfied with how the day went. I had a few lectures today. I talked to a friend.,0
"I had a few lectures today. I have been thinking about college work constantly. I hope I can get things under control soon. Anyway, I will deal with it tomorrow.",1
I spent several hours on my usual tasks. it has been difficult to concentrate. I feel stuck with everything I need to handle. I took some time away from my laptop.,1
Most of my time went into studying. I have been finding normal tasks tiring. I am not sure how long I can keep this pace. I listened to music for a while.,1
I worked on some coding. I watched something for a little while. I am looking forward to tomorrow.,0
I spent some time in the library. my routine has been difficult to maintain. I had a quiet evening.,1
"Honestly, I have not been able to relax properly. I worked on some coding. I went for a short walk.",1
I went through my project work. I have been having difficulty keeping my thoughts organized. I tried to get some extra rest.,1
I had a lot of small things to finish. I was able to concentrate. I am looking forward to tomorrow. I tried to get some extra rest. I think I need to slow down a little.,0
I finished one of my assignments. I got some fresh air. I feel prepared for the next few days.,0
Most of my time went into studying. I have been struggling to keep up. I am not sure how long I can keep this pace. I went for a short walk.,1
I finished one of my assignments. I feel like everything is taking more effort. I feel stuck with everything I need to handle.,1
"These days, I stayed in my room after college. my routine has been difficult to maintain. I will try again tomorrow.",1
I was busy for most of the afternoon. I felt like I was keeping up. I feel comfortable with how things are going. I had a quiet evening.,0
I worked on my project. I watched something for a little while. I think I can manage the remaining work.,0
I had some college work to finish. I talked to a friend. I think I can manage the remaining work.,0
"Honestly, I studied for an upcoming exam. I had a decent amount of energy. I think I can manage the remaining work.",0
I felt fairly calm. I am trying to maintain a balanced routine.,0
I studied for an upcoming exam. I have been having difficulty keeping my thoughts organized. I went for a short walk.,1
I attended my morning classes. I listened to music for a while. I am glad I got some time for myself.,0
I guess i have barely had time to switch off. I went through my project work. I spent some time with my family. I think I need to slow down a little.,1
"To be honest, I spent the evening studying. things felt manageable. I am glad I got some time for myself.",0
"Honestly, I spent several hours on my usual tasks. things felt manageable. I was happy with the progress I made. I listened to music for a while.",0
I revised some topics. I have been struggling to keep up. I took a proper break.,1
"Somehow, I revised some topics. I was able to concentrate. I think I can manage the remaining work.",0
I revised some topics. I got some fresh air. I think I handled the day reasonably well. Nothing else really happened.,0
"Right now, I worked on some coding. I have trouble getting started on tasks.",1
I had a fairly busy schedule. I felt like I was keeping up. I am trying to maintain a balanced routine. I listened to music for a while. Nothing else really happened.,0
I had a fairly busy schedule. I have not had much energy lately. I keep worrying about what I have left to do. I listened to music for a while. I am hoping the next few days are better.,1
I did not do anything particularly different today. I have been having difficulty keeping my thoughts organized. I keep thinking about things even when I am trying to rest. I went for a short walk.,1
"Right now, I attended my morning classes. I listened to music for a while. I feel okay about what I need to do next. I will try again tomorrow.",0
I was able to concentrate. I think a good night's sleep will help. I think I need to slow down a little.,0
I did not do anything particularly different today. I have been finding normal tasks tiring. I keep thinking about things even when I am trying to rest. I got some fresh air.,1
"Lately, I studied for an upcoming exam. I listened to music for a while. I am looking forward to tomorrow.",0
I did not do anything particularly different today. I felt comfortable with my routine. I am looking forward to tomorrow. I tried to get some extra rest. Hopefully things feel easier tomorrow.,0
I followed my usual routine. I have been struggling to keep up. I wish I could get away from everything for a while. I talked to a friend.,1
I spent several hours on my usual tasks. my usual routine feels harder than it should. I feel stuck with everything I need to handle. I tried to get some extra rest.,1
I stayed in my room after college. I have been having difficulty keeping my thoughts organized. I had a quiet evening.,1
I revised some topics. I have been thinking about college work constantly. I spent some time with my family.,1
"I had a regular college schedule. I have been thinking about college work constantly. Anyway, I will deal with it tomorrow.",1
"At the moment, I have been struggling to keep up. I feel stuck with everything I need to handle.",1
I spent the evening studying. I have not been able to relax properly. I wish I could get away from everything for a while.,1
I have been struggling to keep up. I keep thinking about things even when I am trying to rest. I am just taking it one day at a time.,1
I had a decent amount of energy. I had a few lectures today. I listened to music for a while.,0
The day passed mostly between classes and assignments. I was able to get things done. I am glad I got some time for myself. I talked to a friend.,0
I stayed in my room after college. I tried to get some extra rest. I feel okay about what I need to do next.,0
I worked on my project. I felt comfortable with my routine.,0
"Lately, I studied for an upcoming exam. I was able to get things done. I think I handled the day reasonably well. I think I need to slow down a little.",0
"To be honest, I did not do anything particularly different today. I have trouble getting started on tasks. I keep worrying about what I have left to do. I got some fresh air.",1
I spent some time in the library. I was able to concentrate. I feel comfortable with how things are going.,0
"To be honest, I have been finding normal tasks tiring. I stayed in my room after college. I went for a short walk.",1
I worked on my project. I have barely had time to switch off. I just want my mind to slow down.,1
I spent the evening studying. I have not been able to relax properly. I feel like I need more time to recover.,1
I stayed in my room after college. I have been finding it difficult to stay focused. I will try again tomorrow.,1
I followed my usual routine. I could focus without too much trouble. Nothing else really happened.,0
I worked on some coding. I spent some time with my family. I am looking forward to tomorrow.,0
I have not been able to relax properly. I worked on a presentation. I tried to get some extra rest.,1
I was busy for most of the afternoon. I felt reasonably positive. I am glad I got some time for myself. I had a quiet evening.,0
I worked on a presentation. I could focus without too much trouble. I feel comfortable with how things are going. That was pretty much my day.,0
my usual routine feels harder than it should. I had a regular college schedule. I went for a short walk.,1
I spent the evening studying. I have barely had time to switch off. I went for a short walk.,1
"Right now, I was busy for most of the afternoon. I have trouble getting started on tasks. I feel like I need more time to recover. I got some fresh air.",1
I spent some time in the library. I have barely had time to switch off. I keep thinking about things even when I am trying to rest.,1
I spent some time in the library. my routine has been difficult to maintain. I talked to a friend.,1
Most of my time went into studying. I have barely had time to switch off. I keep worrying about what I have left to do. I listened to music for a while.,1
I met a few classmates. I have been finding it difficult to stay focused. I had a quiet evening.,1
I spent several hours on my usual tasks. I felt reasonably positive. I think I handled the day reasonably well. I had a quiet evening.,0
I studied for an upcoming exam. I went for a short walk. I think I handled the day reasonably well.,0
"To be honest, I stayed in my room after college. I have not been able to relax properly. I went for a short walk.",1
I spent the evening studying. I felt reasonably positive. I feel comfortable with how things are going.,0
"Right now, I spent some time in the library. I have not had much energy lately.",1
"Somehow, Most of my time went into studying. things felt manageable.",0
I finished one of my assignments. I took a proper break. I think I handled the day reasonably well.,0
my workload did not feel too difficult. I had a few lectures today. I listened to music for a while.,0
I had a fairly busy schedule. I felt fairly calm. I was happy with the progress I made. I talked to a friend.,0
I was busy for most of the afternoon. I could focus without too much trouble. I feel comfortable with how things are going. I went for a short walk.,0
I studied for an upcoming exam. I had a quiet evening. I feel okay about what I need to do next.,0
I spent some time working and some time resting. I was satisfied with how the day went. I think a good night's sleep will help. I took a proper break.,0
The day passed mostly between classes and assignments. I was able to get things done. I think I handled the day reasonably well. I talked to a friend. That was pretty much my day.,0
I met a few classmates. my usual routine feels harder than it should. I hope I can get things under control soon.,1
I felt comfortable with my routine. I went through my project work. I listened to music for a while. That was pretty much my day.,0
my workload did not feel too difficult. I worked on some coding. I talked to a friend.,0
I had a few lectures today. my routine has been difficult to maintain. I keep worrying about what I have left to do. I will try again tomorrow.,1
I attended my morning classes. I was satisfied with how the day went.,0
I think I revised some topics. I listened to music for a while. I was happy with the progress I made.,0
"Right now, my usual routine feels harder than it should. I worked on some coding. I got some fresh air.",1
I have been struggling to keep up. I had a regular college schedule. I went for a short walk.,1
"For some reason, I had a regular college schedule. things have been harder to manage. I got some fresh air.",1
I had a fairly busy schedule. I have been struggling to keep up. I just want my mind to slow down. I talked to a friend.,1
I revised some topics. I listened to music for a while. I think a good night's sleep will help.,0
I had a lot of small things to finish. my usual routine feels harder than it should. I feel stuck with everything I need to handle. I got some fresh air.,1
I revised some topics. I have been having difficulty keeping my thoughts organized. I am hoping the next few days are better.,1
I went through my project work. I have not been able to relax properly. I watched something for a little while.,1
I worked on my project. it has been difficult to concentrate. I tried to get some extra rest.,1
"Honestly, I had a fairly busy schedule. I had enough time to relax. I feel okay about what I need to do next. I went for a short walk.",0
"To be honest, I could focus without too much trouble. I feel okay about what I need to do next.",0
"To be honest, I have been finding normal tasks tiring. I just want my mind to slow down.",1
"Lately, I spent the evening studying. I had enough energy to get through the day. I am glad I got some time for myself.",0
"Lately, I was satisfied with how the day went. I am looking forward to tomorrow.",0
"I had some college work to finish. I have been finding it difficult to stay focused. I watched something for a little while. Anyway, I will deal with it tomorrow.",1
I spent the evening studying. I have not been able to relax properly. I talked to a friend. I am just taking it one day at a time.,1
I followed my usual routine. it has been difficult to concentrate. I keep thinking about things even when I am trying to rest. I talked to a friend.,1
"Honestly, I spent some time working and some time resting. I feel like everything is taking more effort. I hope I can get things under control soon. I took some time away from my laptop. Hopefully things feel easier tomorrow.",1
Most of my time went into studying. I felt reasonably positive. I think I handled the day reasonably well. I talked to a friend.,0
I guess i followed my usual routine. I feel like everything is taking more effort.,1
my usual routine feels harder than it should. I feel like I need more time to recover.,1
I have trouble getting started on tasks. I feel stuck with everything I need to handle. Nothing else really happened.,1
I had some college work to finish. I managed my work without rushing. I am looking forward to tomorrow.,0
I feel like everything is taking more effort. I worked on my project. I spent some time with my family.,1
I spent several hours on my usual tasks. I was able to concentrate. That was pretty much my day.,0
"Honestly, I worked on a presentation. I felt reasonably positive.",0
I spent the evening studying. I had a decent amount of energy.,0
things have been harder to manage. I studied for an upcoming exam. I spent some time with my family.,1
"To be honest, I spent some time in the library. I have been having difficulty keeping my thoughts organized. I think I need to slow down a little.",1
I worked on a presentation. my usual routine feels harder than it should. I am just taking it one day at a time.,1
I guess i was able to concentrate. I worked on my project. I took some time away from my laptop.,0
I had a regular college schedule. things felt manageable. I was happy with the progress I made.,0
"Right now, I had a lot of small things to finish. I have not had much energy lately. I just want my mind to slow down. I talked to a friend. Nothing else really happened.",1
The day passed mostly between classes and assignments. I have not been able to relax properly. I just want my mind to slow down. I got some fresh air.,1
I spent the evening studying. I was able to concentrate. I feel prepared for the next few days.,0
Most of my time went into studying. I have been having difficulty keeping my thoughts organized. I keep thinking about things even when I am trying to rest. I got some fresh air.,1
I stayed in my room after college. I have not had much energy lately. I keep worrying about what I have left to do.,1
I finished one of my assignments. things have been harder to manage. I watched something for a little while. I will try again tomorrow.,1
"Right now, I had a regular college schedule. things have been harder to manage.",1
"Right now, I worked on some coding. I was satisfied with how the day went.",0
I was able to get things done. I feel prepared for the next few days.,0
I have been having difficulty keeping my thoughts organized. I worked on a presentation. I listened to music for a while.,1
I have not been able to relax properly. I feel like I need more time to recover.,1
I had a few lectures today. my routine has been difficult to maintain. I think I need to slow down a little.,1
"For some reason, I attended my morning classes. things have been harder to manage. I tried to get some extra rest.",1
"Somehow, I spent some time working and some time resting. I felt comfortable with my routine. I am just taking it one day at a time.",0
The day was mostly about college work. I could focus without too much trouble. I am glad I got some time for myself. I took some time away from my laptop.,0
I worked on some coding. I feel like everything is taking more effort. I am finding it difficult to get back into my routine.,1
"At the moment, I spent some time in the library. my routine has been difficult to maintain. I am finding it difficult to get back into my routine.",1
"To be honest, I have been thinking about college work constantly. I feel stuck with everything I need to handle.",1
I attended my morning classes. I felt comfortable with my routine. I think a good night's sleep will help.,0
"To be honest, The day was mostly about college work. I have barely had time to switch off. I am not sure how to catch up. I had a quiet evening.",1
"For some reason, I managed my work without rushing. I was happy with the progress I made.",0
I have not been able to relax properly. I studied for an upcoming exam. I took a proper break.,1
I felt fairly calm. I spent some time in the library. I talked to a friend.,0
I had a fairly busy schedule. I have not had much energy lately. I wish I could get away from everything for a while. I took a proper break.,1
I spent the evening studying. I spent some time with my family. I am looking forward to tomorrow.,0
I did not do anything particularly different today. things felt manageable. I think I handled the day reasonably well. I got some fresh air.,0
The day was mostly about college work. it has been difficult to concentrate. I am not sure how long I can keep this pace. I got some fresh air.,1
I have been thinking about college work constantly. I stayed in my room after college. I went for a short walk. I am just taking it one day at a time.,1
I stayed in my room after college. I have been thinking about college work constantly. I just want my mind to slow down.,1
I stayed in my room after college. I felt like I was keeping up. I think I handled the day reasonably well.,0
"Lately, I stayed in my room after college. I have been thinking about college work constantly.",1
I worked on some coding. things felt manageable. I am looking forward to tomorrow.,0
I went through my project work. I have barely had time to switch off. I went for a short walk.,1
I worked on my project. I had enough time to relax. I feel okay about what I need to do next.,0
"To be honest, Most of my time went into studying. I have been having difficulty keeping my thoughts organized. That was pretty much my day.",1
I followed my usual routine. it has been difficult to concentrate. I just want my mind to slow down. I went for a short walk.,1
things have been harder to manage. I keep worrying about what I have left to do.,1
I have not been able to relax properly. I met a few classmates. I got some fresh air.,1
"Right now, I felt like I was keeping up. I think a good night's sleep will help.",0
I worked on my project. I had a decent amount of energy.,0
The day passed mostly between classes and assignments. I had enough energy to get through the day. I am glad I got some time for myself. I talked to a friend.,0
I met a few classmates. my routine has been difficult to maintain. I took some time away from my laptop.,1
I had a fairly busy schedule. I could focus without too much trouble. I am looking forward to tomorrow. I went for a short walk.,0
I had a few lectures today. I have barely had time to switch off. I hope I can get things under control soon. I will try again tomorrow.,1
I had a regular college schedule. things have been harder to manage. That was pretty much my day.,1
I had some college work to finish. I had a decent amount of energy. I am trying to maintain a balanced routine.,0
I think things have been harder to manage. I worked on some coding. I listened to music for a while.,1
"Somehow, I had a lot of small things to finish. I have been struggling to keep up. I think I need to slow down a little.",1
I had a few lectures today. I talked to a friend. I was happy with the progress I made.,0
I had enough time to relax. I worked on my project. I spent some time with my family.,0
"For some reason, I followed my usual routine. I have been having difficulty keeping my thoughts organized. Anyway, I will deal with it tomorrow.",1
I spent the evening studying. I have been finding it difficult to stay focused. I am not sure how long I can keep this pace.,1
I was able to take things at my own pace. I spent the evening studying. I took some time away from my laptop. I will try again tomorrow.,0
I followed my usual routine. I keep falling behind on things. I am not sure how long I can keep this pace. I tried to get some extra rest.,1
I felt fairly calm. I went through my project work. I went for a short walk.,0
I think The day was mostly about college work. I have been finding it difficult to stay focused. I am hoping the next few days are better.,1
I spent several hours on my usual tasks. things felt manageable. I think I handled the day reasonably well. I tried to get some extra rest.,0
I think I met a few classmates. I had enough energy to get through the day. I am glad I got some time for myself.,0
"For some reason, I had a lot of small things to finish. I was able to take things at my own pace. I am trying to maintain a balanced routine. I went for a short walk.",0
Most of my time went into studying. I could focus without too much trouble. I feel okay about what I need to do next. I had a quiet evening.,0
I spent some time working and some time resting. I have been thinking about college work constantly. I just want my mind to slow down. I took some time away from my laptop.,1
I was busy for most of the afternoon. I had enough energy to get through the day. I think I can manage the remaining work. I had a quiet evening.,0
"At the moment, The day passed mostly between classes and assignments. I have not had much energy lately.",1
I spent several hours on my usual tasks. I felt fairly calm. I feel prepared for the next few days. I watched something for a little while.,0
The day was mostly about college work. I managed my work without rushing. I think I can manage the remaining work. I watched something for a little while.,0
I did not do anything particularly different today. things have been harder to manage. I wish I could get away from everything for a while. I took some time away from my laptop.,1
I revised some topics. I felt comfortable with my routine. I feel prepared for the next few days.,0
I spent several hours on my usual tasks. I have not had much energy lately. I am finding it difficult to get back into my routine. I took some time away from my laptop.,1
I guess i was busy for most of the afternoon. I have been finding normal tasks tiring. I keep thinking about things even when I am trying to rest. I had a quiet evening.,1
"At the moment, I spent some time working and some time resting. I keep falling behind on things. I am not sure how long I can keep this pace. I tried to get some extra rest.",1
"I spent several hours on my usual tasks. I feel like everything is taking more effort. I feel like I need more time to recover. I took some time away from my laptop. Anyway, I will deal with it tomorrow.",1
I spent some time working and some time resting. I have been struggling to keep up. That was pretty much my day.,1
"Lately, I had a fairly busy schedule. I could focus without too much trouble. I think I handled the day reasonably well. I talked to a friend.",0
The day was mostly about college work. I felt reasonably positive. I think a good night's sleep will help. I tried to get some extra rest.,0
I had a few lectures today. I have been struggling to keep up. Nothing else really happened.,1
I could focus without too much trouble. I think I can manage the remaining work. Nothing else really happened.,0
"For some reason, I spent some time in the library. I felt fairly calm. I think I handled the day reasonably well.",0
"At the moment, Most of my time went into studying. I have not been able to relax properly. I hope I can get things under control soon. I took a proper break.",1
"These days, I have been struggling to keep up. I am not sure how to catch up.",1
I was able to concentrate. I worked on a presentation. I listened to music for a while. Hopefully things feel easier tomorrow.,0
"Lately, I finished one of my assignments. I was able to get things done.",0
I spent several hours on my usual tasks. my usual routine feels harder than it should. I keep thinking about things even when I am trying to rest. I took some time away from my laptop.,1
The day was mostly about college work. I had enough time to relax. I am looking forward to tomorrow. I went for a short walk. I am hoping the next few days are better.,0
I spent some time in the library. I have been thinking about college work constantly. I feel stuck with everything I need to handle.,1
The day was mostly about college work. I was able to get things done. I am trying to maintain a balanced routine. I talked to a friend.,0
I worked on a presentation. I felt fairly calm. I feel comfortable with how things are going.,0
I had a few lectures today. it has been difficult to concentrate. I took some time away from my laptop.,1
I did not do anything particularly different today. things have been harder to manage. I am finding it difficult to get back into my routine. I went for a short walk.,1
I worked on a presentation. my workload did not feel too difficult. I think I need to slow down a little.,0
I studied for an upcoming exam. my usual routine feels harder than it should. I had a quiet evening.,1
I guess i worked on my project. I had a quiet evening. I feel comfortable with how things are going.,0
I attended my morning classes. I feel like everything is taking more effort. I watched something for a little while. Hopefully things feel easier tomorrow.,1
I spent the evening studying. I have barely had time to switch off. I had a quiet evening.,1
"These days, I have been finding normal tasks tiring. I keep worrying about what I have left to do.",1
I worked on some coding. I felt reasonably positive. I am looking forward to tomorrow.,0
"Somehow, I was able to take things at my own pace. I am trying to maintain a balanced routine.",0
"To be honest, I have been finding normal tasks tiring. I studied for an upcoming exam. I tried to get some extra rest.",1
"Honestly, I stayed in my room after college. I have trouble getting started on tasks. I wish I could get away from everything for a while.",1
"I worked on my project. I took some time away from my laptop. I am trying to maintain a balanced routine. Anyway, I will deal with it tomorrow.",0
I went through my project work. I felt reasonably positive. I was happy with the progress I made.,0
I spent some time working and some time resting. I was able to take things at my own pace. I am trying to maintain a balanced routine. I spent some time with my family.,0
I worked on a presentation. I have been having difficulty keeping my thoughts organized. I went for a short walk.,1
"To be honest, I finished one of my assignments. I have barely had time to switch off. I just want my mind to slow down.",1
The day passed mostly between classes and assignments. I had a decent amount of energy. I think I handled the day reasonably well. I watched something for a little while.,0
"For some reason, I met a few classmates. I felt fairly calm. I feel comfortable with how things are going.",0
"To be honest, I have trouble getting started on tasks. I had a few lectures today. I went for a short walk. Anyway, I will deal with it tomorrow.",1
I finished one of my assignments. I could focus without too much trouble. I feel okay about what I need to do next.,0
"Right now, The day passed mostly between classes and assignments. I feel like everything is taking more effort. I wish I could get away from everything for a while. I went for a short walk.",1
I spent several hours on my usual tasks. things felt manageable. I will try again tomorrow.,0
I think I studied for an upcoming exam. I have been thinking about college work constantly. I wish I could get away from everything for a while.,1
I have barely had time to switch off. I spent the evening studying. I spent some time with my family.,1
I was busy for most of the afternoon. I had enough time to relax. I am just taking it one day at a time.,0
"The day passed mostly between classes and assignments. I have barely had time to switch off. Anyway, I will deal with it tomorrow.",1
I finished one of my assignments. I have been finding normal tasks tiring. I am finding it difficult to get back into my routine.,1
I felt comfortable with my routine. I stayed in my room after college. I got some fresh air.,0
I finished one of my assignments. I have been thinking about college work constantly. I took a proper break.,1
"At the moment, I finished one of my assignments. I have been struggling to keep up. I am not sure how to catch up.",1
I did not do anything particularly different today. I had enough energy to get through the day. I think I can manage the remaining work. I took a proper break.,0
I had a lot of small things to finish. I felt comfortable with my routine.,0
I had a fairly busy schedule. I felt reasonably positive. I was happy with the progress I made. I got some fresh air.,0
